epoch,lr,train_total,train_main,train_nonneg,train_smooth,train_anom,train_grad,train_pattern,train_spectral,train_var,train_rmse
1,0.0001,2.4284689896034473,1.006083296103911,0.0,0.0,0.018048993890371286,0.003925512834085208,0.7849600080287817,0.6154511652209542,0.0,3.824594623876047
2,0.0001,2.004826459017667,0.9278469528212692,0.0,0.0,0.014443377300984028,0.0008641634115271947,0.6253239819497773,0.4363479767784928,0.0,3.65090795195572
3,0.0001,1.8375638759497441,0.8246766283656611,0.0,0.0,0.01478734299201857,0.0006666994886472821,0.592174204009952,0.40525901678836707,0.0,3.4217683412221107
4,0.0001,1.6831588925737324,0.6987063469308795,0.0,0.0,0.01347063776726524,0.000636757724516263,0.5762705875165535,0.3940745492776235,0.0,3.139777594933542
5,0.0001,1.6073936440727927,0.6479187056873784,0.0,0.0,0.015277480537241156,0.000696883760886549,0.5520749715241519,0.39142559965451557,0.0,3.196320983711378
6,0.0001,1.4527684847513835,0.5161403182781104,0.0,0.0,0.015885653397576374,0.0007008577848671738,0.5316679044203325,0.3883737361792362,0.0,3.0122080797358626
7,0.0001,1.4065498185880256,0.48060120619607694,0.0,0.0,0.015213990795680067,0.0007083700444182438,0.5279884257099845,0.38203784191247186,0.0,2.9982363264276755
8,0.0001,1.3107864134239429,0.4008571699713216,0.0,0.0,0.01584480597044934,0.0007146923030218618,0.5246528621875879,0.36871687209967413,0.0,2.6253509390596435
9,0.0001,1.2317197431217541,0.34711965466990613,0.0,0.0,0.014810572364226435,0.0006926067272257624,0.5017578276720914,0.3673390845457713,0.0,2.5855239671945136
10,0.0001,1.1961538231734075,0.3328448035048716,0.0,0.0,0.014323392770055569,0.0006344464914449914,0.49285654497869086,0.3554946202220339,0.0,2.64802605293469
11,0.0001,1.1517574751015864,0.3082297866543134,0.0,0.0,0.014754036356779661,0.0006388797579954068,0.4753802545142896,0.3527545016823393,0.0,2.6139547812777693
12,0.0001,1.1063554268894773,0.26939374818043277,0.0,0.0,0.014654891269112175,0.0006028600284039522,0.47184399673433014,0.34985992673671606,0.0,2.381744734605252
13,0.0001,1.0277268453077837,0.22858206713289925,0.0,0.0,0.013874705006001574,0.000566505479527581,0.4448521299795671,0.3398514453208808,0.0,2.2296073340290685
14,0.0001,1.0362027811281609,0.22082469194675935,0.0,0.0,0.013894047940883673,0.000566655067924523,0.45641083518664044,0.34450656085303333,0.0,2.185078649137364
15,0.0001,0.9997635899168072,0.20797090142062216,0.0,0.0,0.013884539363172018,0.0005489111768618001,0.43636383161400305,0.3409954101750345,0.0,2.0432496110898577
16,0.0001,0.9854401259711294,0.19910177746505447,0.0,0.0,0.013281356373971159,0.0005309635616316827,0.4430583877996965,0.3294676424879016,0.0,2.1143840773504827
