epoch,lr,train_total,train_main,train_nonneg,train_smooth,train_anom,train_grad,train_pattern,train_spectral,train_var,train_rmse
1,0.0001,2.03081288978909,0.8185626813916095,0.0,0.0,0.07208526117910603,0.0,0.5152781807789297,0.6248867748813196,0.0,4.421800684281808
2,0.0001,1.463979078287428,0.42535171432025504,0.0,0.0,0.06601839913690294,0.0,0.42441790731567325,0.5481910588163318,0.0,3.6836675827453687
3,0.0001,1.1768886729171781,0.23718808575138223,0.0,0.0,0.06006245653032127,0.0,0.37126498601653357,0.5083731434336214,0.0,3.18193608606502
4,0.0001,1.050014225145181,0.16318545521194625,0.0,0.0,0.05706815214503105,0.0,0.3325778486658678,0.4971827698702162,0.0,2.951573173231355
5,0.0001,0.9598992338234728,0.12700538106869455,0.0,0.0,0.05332639655556925,0.0,0.30669979832953576,0.4728676551444964,0.0,2.8548927563777964
6,0.0001,0.926432457159866,0.11731771570207043,0.0,0.0,0.05144792111329452,0.0,0.28668138381996844,0.47098543641693663,0.0,2.8676984430227073
7,0.0001,0.8695438899325602,0.10599420803853056,0.0,0.0,0.04773345077586727,0.0,0.26590318777457334,0.4499130428514697,0.0,2.8207392093908297
8,0.0001,0.8497361678517226,0.09756353425362965,0.0,0.0,0.0473666159016306,0.0,0.2565690926135038,0.44823692682566063,0.0,2.770903728949953
9,0.0001,0.8234984518000574,0.09760466538313212,0.0,0.0,0.04545153283944466,0.0,0.2441800029835466,0.4362622515270204,0.0,2.8178739425496233
10,0.0001,0.7861345800938029,0.08998954072806307,0.0,0.0,0.04262528664637075,0.0,0.22995819780749804,0.42356155067682266,0.0,2.702003693775863
11,0.0001,0.7676743650526712,0.08578578068409115,0.0,0.0,0.0407291183117636,0.0,0.22244475832716984,0.41871470912839426,0.0,2.6572307504774573
12,0.0001,0.7459934345926299,0.08085277289236811,0.0,0.0,0.03923837559043684,0.0,0.20833582287146288,0.4175664649316759,0.0,2.6373621937095693
13,0.0001,0.7295120907100764,0.07867042411993624,0.0,0.0,0.03784791015398999,0.0,0.20484735763095546,0.4081463953762343,0.0,2.629284626981435
14,0.0001,0.7131986345982912,0.07604581283433645,0.0,0.0,0.036659975255712525,0.0,0.1982750856515133,0.40221776045633084,0.0,2.5534878636627143
15,0.0001,0.698880872830297,0.07140852223771314,0.0,0.0,0.03513150016607886,0.0,0.19144806471850837,0.4008927875847528,0.0,2.517285283672193
16,0.0001,0.6796198144103541,0.06482934423150834,0.0,0.0,0.03383298843012502,0.0,0.18689774865792555,0.39405973278211825,0.0,2.406450280781596
17,0.0001,0.6772629921183442,0.06707479815337468,0.0,0.0,0.034017258045037815,0.0,0.18291817904647553,0.39325275667237514,0.0,2.43441474395978
18,0.0001,0.664434873019204,0.06269788176745572,0.0,0.0,0.032536898563249095,0.0,0.17815924390698923,0.39104084772142494,0.0,2.453618720168545
19,0.0001,0.654003284645803,0.062187437574858916,0.0,0.0,0.032477136533777935,0.0,0.173945697730012,0.38539301028305833,0.0,2.4037636670486666
20,0.0001,0.6643034728864828,0.06435581261757761,0.0,0.0,0.033143802182607804,0.0,0.17681172924737135,0.38999212871898303,0.0,2.3951613426525316
21,0.0001,0.6458177876969179,0.06094758303405604,0.0,0.0,0.03145321886316224,0.0,0.16939894310339834,0.3840180416450356,0.0,2.419688384273462
22,0.0001,0.6437012723675279,0.05865053708354632,0.0,0.0,0.031243119880938055,0.0,0.1657998775216666,0.38800773747039563,0.0,2.379590656086676
23,0.0001,0.6196431737731803,0.0551599465049521,0.0,0.0,0.029572675107787785,0.0,0.16403110988551017,0.3708794435316866,0.0,2.288642204162507
